city_district_city,city_district_district,city_district_car_type,city_district_year,city_district_count
경기,시흥시,화물,2019,476734
경기,시흥시,화물,2020,486047
경기,시흥시,화물,2021,502825
경기,시흥시,화물,2022,512858
경기,시흥시,화물,2023,525407
경기,시흥시,화물,2024,527876
경기,시흥시,화물,2025,262873
경기,안산시,승용,2017,1415676
경기,안산시,승용,2018,1438226
경기,안산시,승용,2019,1480321
경기,안산시,승용,2020,1523785
경기,안산시,승용,2021,1572347
경기,안산시,승용,2022,1614429
경기,안산시,승용,2023,1639034
경기,안산시,승용,2024,1673763
경기,안산시,승용,2025,848007
경기,안산시,승합,2017,101034
경기,안산시,승합,2018,98567
경기,안산시,승합,2019,94046
경기,안산시,승합,2020,89778
경기,안산시,승합,2021,85188
경기,안산시,승합,2022,81566
경기,안산시,승합,2023,79406
경기,안산시,승합,2024,75327
경기,안산시,승합,2025,35951
경기,안산시,특수,2017,4789
경기,안산시,특수,2018,5367
경기,안산시,특수,2019,5929
경기,안산시,특수,2020,6243
경기,안산시,특수,2021,6975
경기,안산시,특수,2022,7810
경기,안산시,특수,2023,8543
경기,안산시,특수,2024,8846
경기,안산시,특수,2025,4608
경기,안산시,화물,2017,308339
경기,안산시,화물,2018,308013
경기,안산시,화물,2019,310129
경기,안산시,화물,2020,306925
경기,안산시,화물,2021,309269
경기,안산시,화물,2022,320130
경기,안산시,화물,2023,325065
경기,안산시,화물,2024,325483
경기,안산시,화물,2025,161952
경기,안산시,승용,2017,1371221
경기,안산시,승용,2018,1371045
경기,안산시,승용,2019,1357309
경기,안산시,승용,2020,1390541
경기,안산시,승용,2021,1461351
경기,안산시,승용,2022,1490733
경기,안산시,승용,2023,1498492
경기,안산시,승용,2024,1493210
경기,안산시,승용,2025,745904
경기,안산시,승합,2017,77626
경기,안산시,승합,2018,73709
경기,안산시,승합,2019,70587
경기,안산시,승합,2020,66824
경기,안산시,승합,2021,63942
경기,안산시,승합,2022,61640
경기,안산시,승합,2023,58795
경기,안산시,승합,2024,55826
경기,안산시,승합,2025,26582
경기,안산시,특수,2017,5007
경기,안산시,특수,2018,5410
경기,안산시,특수,2019,5823
경기,안산시,특수,2020,6532
경기,안산시,특수,2021,7774
경기,안산시,특수,2022,8830
경기,안산시,특수,2023,9355
경기,안산시,특수,2024,9610
경기,안산시,특수,2025,4938
경기,안산시,화물,2017,256118
경기,안산시,화물,2018,254727
경기,안산시,화물,2019,252521
경기,안산시,화물,2020,250795
경기,안산시,화물,2021,256470
경기,안산시,화물,2022,256541
경기,안산시,화물,2023,255945
경기,안산시,화물,2024,252184
경기,안산시,화물,2025,125247
경기,안성시,승용,2017,857087
경기,안성시,승용,2018,884058
경기,안성시,승용,2019,913981
경기,안성시,승용,2020,952833
경기,안성시,승용,2021,1008350
경기,안성시,승용,2022,1055482
경기,안성시,승용,2023,1082124
경기,안성시,승용,2024,1127998
경기,안성시,승용,2025,582574
경기,안성시,승합,2017,52554
경기,안성시,승합,2018,50681
경기,안성시,승합,2019,49761
경기,안성시,승합,2020,48731
경기,안성시,승합,2021,47858
경기,안성시,승합,2022,46525
경기,안성시,승합,2023,45234
경기,안성시,승합,2024,44223
경기,안성시,승합,2025,21910
경기,안성시,특수,2017,4092
경기,안성시,특수,2018,4419
경기,안성시,특수,2019,4829
경기,안성시,특수,2020,8530
경기,안성시,특수,2021,12980
경기,안성시,특수,2022,13002
경기,안성시,특수,2023,13808
경기,안성시,특수,2024,15614
경기,안성시,특수,2025,7667
경기,안성시,화물,2017,246780
경기,안성시,화물,2018,251777
경기,안성시,화물,2019,257125
경기,안성시,화물,2020,258090
경기,안성시,화물,2021,260964
경기,안성시,화물,2022,265405
경기,안성시,화물,2023,268518
경기,안성시,화물,2024,272905
경기,안성시,화물,2025,137894
경기,안양시,승용,2017,1271987
경기,안양시,승용,2018,1265487
경기,안양시,승용,2019,1266785
경기,안양시,승용,2020,1264951
경기,안양시,승용,2021,1287053
경기,안양시,승용,2022,1335157
경기,안양시,승용,2023,1360727
경기,안양시,승용,2024,1413197
경기,안양시,승용,2025,730450
경기,안양시,승합,2017,54752
경기,안양시,승합,2018,50978
경기,안양시,승합,2019,47291
경기,안양시,승합,2020,44031
경기,안양시,승합,2021,41114
경기,안양시,승합,2022,38338
경기,안양시,승합,2023,36397
경기,안양시,승합,2024,34221
경기,안양시,승합,2025,16295
경기,안양시,특수,2017,2825
경기,안양시,특수,2018,2934
경기,안양시,특수,2019,3245
경기,안양시,특수,2020,3470
경기,안양시,특수,2021,3999
경기,안양시,특수,2022,4771
경기,안양시,특수,2023,5846
경기,안양시,특수,2024,6254
경기,안양시,특수,2025,3184
경기,안양시,화물,2017,164465
경기,안양시,화물,2018,159810
경기,안양시,화물,2019,156712
경기,안양시,화물,2020,154072
경기,안양시,화물,2021,154054
경기,안양시,화물,2022,157266
경기,안양시,화물,2023,166915
경기,안양시,화물,2024,166950
경기,안양시,화물,2025,83218
경기,안양시,승용,2017,849673
경기,안양시,승용,2018,866428
경기,안양시,승용,2019,865937
경기,안양시,승용,2020,861430
경기,안양시,승용,2021,876807
경기,안양시,승용,2022,887721
경기,안양시,승용,2023,903835
경기,안양시,승용,2024,903423
경기,안양시,승용,2025,466856
경기,안양시,승합,2017,53056
경기,안양시,승합,2018,50656
경기,안양시,승합,2019,48161
경기,안양시,승합,2020,45557
경기,안양시,승합,2021,43415
경기,안양시,승합,2022,41531
경기,안양시,승합,2023,39473
경기,안양시,승합,2024,37434
경기,안양시,승합,2025,18202
경기,안양시,특수,2017,1795
경기,안양시,특수,2018,2093
경기,안양시,특수,2019,2265
경기,안양시,특수,2020,2367
경기,안양시,특수,2021,2811
경기,안양시,특수,2022,3358
경기,안양시,특수,2023,3682
경기,안양시,특수,2024,3833
경기,안양시,특수,2025,1960
경기,안양시,화물,2017,136142
경기,안양시,화물,2018,138786
경기,안양시,화물,2019,137874
경기,안양시,화물,2020,134907
경기,안양시,화물,2021,132513
경기,안양시,화물,2022,131912
경기,안양시,화물,2023,131592
경기,안양시,화물,2024,129071
경기,안양시,화물,2025,64188
경기,양주시,승용,2017,837462
경기,양주시,승용,2018,890400
경기,양주시,승용,2019,943418
경기,양주시,승용,2020,999665
경기,양주시,승용,2021,1068611
경기,양주시,승용,2022,1115526
경기,양주시,승용,2023,1244114
경기,양주시,승용,2024,1380761
경기,양주시,승용,2025,723171
경기,양주시,승합,2017,60571
경기,양주시,승합,2018,59075
경기,양주시,승합,2019,56749
경기,양주시,승합,2020,54954
경기,양주시,승합,2021,54013
경기,양주시,승합,2022,52845
경기,양주시,승합,2023,52356
경기,양주시,승합,2024,51593
경기,양주시,승합,2025,25266
경기,양주시,특수,2017,2896
경기,양주시,특수,2018,3211
경기,양주시,특수,2019,3818
경기,양주시,특수,2020,4832
경기,양주시,특수,2021,5903
경기,양주시,특수,2022,6983
경기,양주시,특수,2023,8206
경기,양주시,특수,2024,9048
경기,양주시,특수,2025,4753
경기,양주시,화물,2017,207019
경기,양주시,화물,2018,215607
경기,양주시,화물,2019,223117
경기,양주시,화물,2020,227905
경기,양주시,화물,2021,235387
경기,양주시,화물,2022,244810
경기,양주시,화물,2023,264520
경기,양주시,화물,2024,275608
경기,양주시,화물,2025,139654
경기,양평군,승용,2017,489144
경기,양평군,승용,2018,516798
경기,양평군,승용,2019,532655
경기,양평군,승용,2020,549938
경기,양평군,승용,2021,574906
경기,양평군,승용,2022,597504
경기,양평군,승용,2023,620289
경기,양평군,승용,2024,647969
경기,양평군,승용,2025,328913
경기,양평군,승합,2017,34517
경기,양평군,승합,2018,34222
경기,양평군,승합,2019,33666
경기,양평군,승합,2020,32894
경기,양평군,승합,2021,32185
경기,양평군,승합,2022,31601
경기,양평군,승합,2023,30039
경기,양평군,승합,2024,28242
경기,양평군,승합,2025,13472
경기,양평군,특수,2017,1740
경기,양평군,특수,2018,1969
경기,양평군,특수,2019,2243
경기,양평군,특수,2020,2450
경기,양평군,특수,2021,3139
경기,양평군,특수,2022,3890
경기,양평군,특수,2023,4251
경기,양평군,특수,2024,4609
경기,양평군,특수,2025,2369
경기,양평군,화물,2017,137711
경기,양평군,화물,2018,142382
경기,양평군,화물,2019,144852
경기,양평군,화물,2020,147380
경기,양평군,화물,2021,150388
경기,양평군,화물,2022,154868
경기,양평군,화물,2023,159267
경기,양평군,화물,2024,160512
경기,양평군,화물,2025,79658
경기,여주시,승용,2017,513678
경기,여주시,승용,2018,530267
경기,여주시,승용,2019,541592
경기,여주시,승용,2020,557426
경기,여주시,승용,2021,579105
경기,여주시,승용,2022,598316
경기,여주시,승용,2023,624595
경기,여주시,승용,2024,645296
경기,여주시,승용,2025,326892
경기,여주시,승합,2017,38746
경기,여주시,승합,2018,37397
경기,여주시,승합,2019,36945
경기,여주시,승합,2020,36266
경기,여주시,승합,2021,36087
경기,여주시,승합,2022,35547
경기,여주시,승합,2023,34396
경기,여주시,승합,2024,33007
경기,여주시,승합,2025,16325
경기,여주시,특수,2017,6714
경기,여주시,특수,2018,7131
경기,여주시,특수,2019,7365
경기,여주시,특수,2020,7431
경기,여주시,특수,2021,7435
경기,여주시,특수,2022,7648
경기,여주시,특수,2023,7625
경기,여주시,특수,2024,8053
경기,여주시,특수,2025,4148
경기,여주시,화물,2017,224190
경기,여주시,화물,2018,227466
경기,여주시,화물,2019,230599
경기,여주시,화물,2020,233095
경기,여주시,화물,2021,233391
경기,여주시,화물,2022,238772
경기,여주시,화물,2023,244917
경기,여주시,화물,2024,250943
경기,여주시,화물,2025,125685
경기,연천군,승용,2017,183747
경기,연천군,승용,2018,190824
경기,연천군,승용,2019,194750
경기,연천군,승용,2020,198708
경기,연천군,승용,2021,203938
경기,연천군,승용,2022,207905
경기,연천군,승용,2023,211504
경기,연천군,승용,2024,212432
경기,연천군,승용,2025,108644
경기,연천군,승합,2017,13982
경기,연천군,승합,2018,13840
경기,연천군,승합,2019,13445
경기,연천군,승합,2020,12850
경기,연천군,승합,2021,12206
경기,연천군,승합,2022,12035
경기,연천군,승합,2023,12178
경기,연천군,승합,2024,12249
경기,연천군,승합,2025,6087
경기,연천군,특수,2017,7268
경기,연천군,특수,2018,6994
경기,연천군,특수,2019,7078
경기,연천군,특수,2020,7297
경기,연천군,특수,2021,7493
경기,연천군,특수,2022,7651
경기,연천군,특수,2023,7826
경기,연천군,특수,2024,7635
경기,연천군,특수,2025,3807
경기,연천군,화물,2017,132217
경기,연천군,화물,2018,131118
경기,연천군,화물,2019,130522
경기,연천군,화물,2020,129739
경기,연천군,화물,2021,129507
경기,연천군,화물,2022,130377
경기,연천군,화물,2023,130680
경기,연천군,화물,2024,127587
경기,연천군,화물,2025,63725
경기,오산시,승용,2017,911404
경기,오산시,승용,2018,981746
경기,오산시,승용,2019,1030962
경기,오산시,승용,2020,1096055
경기,오산시,승용,2021,1144195
경기,오산시,승용,2022,1175252
경기,오산시,승용,2023,1201877
경기,오산시,승용,2024,1273560
경기,오산시,승용,2025,668563
경기,오산시,승합,2017,48905
경기,오산시,승합,2018,48497
경기,오산시,승합,2019,47424
경기,오산시,승합,2020,46638
경기,오산시,승합,2021,45159
경기,오산시,승합,2022,43695
경기,오산시,승합,2023,42244
경기,오산시,승합,2024,40726
경기,오산시,승합,2025,19871
경기,오산시,특수,2017,1935
경기,오산시,특수,2018,2182
경기,오산시,특수,2019,2531
경기,오산시,특수,2020,3032
경기,오산시,특수,2021,3976
경기,오산시,특수,2022,4924
경기,오산시,특수,2023,5410
경기,오산시,특수,2024,5979
경기,오산시,특수,2025,3153
경기,오산시,화물,2017,131615
경기,오산시,화물,2018,134959
경기,오산시,화물,2019,138401
경기,오산시,화물,2020,141372
경기,오산시,화물,2021,145934
경기,오산시,화물,2022,150232
경기,오산시,화물,2023,152905
경기,오산시,화물,2024,156851
경기,오산시,화물,2025,80318
경기,용인시,승용,2017,1852438
경기,용인시,승용,2018,1944414
경기,용인시,승용,2019,2011763
경기,용인시,승용,2020,2057591
경기,용인시,승용,2021,2103792
경기,용인시,승용,2022,2154217
경기,용인시,승용,2023,2187939
경기,용인시,승용,2024,2252187
경기,용인시,승용,2025,1140211
경기,용인시,승합,2017,70504
경기,용인시,승합,2018,69933
경기,용인시,승합,2019,66100
경기,용인시,승합,2020,62040
경기,용인시,승합,2021,58721
경기,용인시,승합,2022,55025
경기,용인시,승합,2023,52438
경기,용인시,승합,2024,49945
경기,용인시,승합,2025,23992
경기,용인시,특수,2017,3197
경기,용인시,특수,2018,3600
경기,용인시,특수,2019,4108
경기,용인시,특수,2020,4697
경기,용인시,특수,2021,5961
경기,용인시,특수,2022,6953
경기,용인시,특수,2023,7863
경기,용인시,특수,2024,8943
경기,용인시,특수,2025,5213
경기,용인시,화물,2017,174091
경기,용인시,화물,2018,178585
경기,용인시,화물,2019,181210
경기,용인시,화물,2020,179943
경기,용인시,화물,2021,180211
경기,용인시,화물,2022,183128
경기,용인시,화물,2023,186300
경기,용인시,화물,2024,184196
경기,용인시,화물,2025,92419
경기,용인시,승용,2017,1445908
경기,용인시,승용,2018,1495398
경기,용인시,승용,2019,1547058
경기,용인시,승용,2020,1627609
경기,용인시,승용,2021,1674810
경기,용인시,승용,2022,1697583
경기,용인시,승용,2023,1730991
경기,용인시,승용,2024,1739546
경기,용인시,승용,2025,873433
경기,용인시,승합,2017,35344
경기,용인시,승합,2018,33826
경기,용인시,승합,2019,32053
경기,용인시,승합,2020,30530
경기,용인시,승합,2021,28404
경기,용인시,승합,2022,27430
경기,용인시,승합,2023,26685
경기,용인시,승합,2024,24224
경기,용인시,승합,2025,11107
경기,용인시,특수,2017,757
경기,용인시,특수,2018,819
경기,용인시,특수,2019,933
경기,용인시,특수,2020,1165
경기,용인시,특수,2021,1944
경기,용인시,특수,2022,2715
경기,용인시,특수,2023,3102
경기,용인시,특수,2024,3287
경기,용인시,특수,2025,1709
경기,용인시,화물,2017,76981
경기,용인시,화물,2018,76595
경기,용인시,화물,2019,75878
경기,용인시,화물,2020,75642
경기,용인시,화물,2021,75615
경기,용인시,화물,2022,76058
경기,용인시,화물,2023,77371
경기,용인시,화물,2024,76547
경기,용인시,화물,2025,37627
경기,용인시,승용,2017,1027706
경기,용인시,승용,2018,1116073
경기,용인시,승용,2019,1206224
경기,용인시,승용,2020,1251787
경기,용인시,승용,2021,1312849
경기,용인시,승용,2022,1355870
경기,용인시,승용,2023,1400825
경기,용인시,승용,2024,1468980
경기,용인시,승용,2025,775611
경기,용인시,승합,2017,72749
경기,용인시,승합,2018,72746
경기,용인시,승합,2019,72163
경기,용인시,승합,2020,70653
경기,용인시,승합,2021,69060
경기,용인시,승합,2022,68025
경기,용인시,승합,2023,65981
경기,용인시,승합,2024,65901
경기,용인시,승합,2025,32989
경기,용인시,특수,2017,7248
경기,용인시,특수,2018,8216
경기,용인시,특수,2019,9154
경기,용인시,특수,2020,9706
경기,용인시,특수,2021,10935
경기,용인시,특수,2022,12220
경기,용인시,특수,2023,12916
경기,용인시,특수,2024,13233
경기,용인시,특수,2025,6845
경기,용인시,화물,2017,266807
경기,용인시,화물,2018,277521
경기,용인시,화물,2019,288001
경기,용인시,화물,2020,292921
경기,용인시,화물,2021,302003
경기,용인시,화물,2022,308874
경기,용인시,화물,2023,315198
경기,용인시,화물,2024,319367
경기,용인시,화물,2025,161483
경기,의왕시,승용,2017,587908
경기,의왕시,승용,2018,597520
경기,의왕시,승용,2019,632232
경기,의왕시,승용,2020,675880
경기,의왕시,승용,2021,695139
경기,의왕시,승용,2022,707209
경기,의왕시,승용,2023,711296
경기,의왕시,승용,2024,714668
경기,의왕시,승용,2025,357999
경기,의왕시,승합,2017,24602
경기,의왕시,승합,2018,23480
경기,의왕시,승합,2019,23240
경기,의왕시,승합,2020,22857
경기,의왕시,승합,2021,21504
경기,의왕시,승합,2022,20560
경기,의왕시,승합,2023,20059
경기,의왕시,승합,2024,18589
경기,의왕시,승합,2025,8889
경기,의왕시,특수,2017,4540
경기,의왕시,특수,2018,4532
경기,의왕시,특수,2019,4647
경기,의왕시,특수,2020,4745
경기,의왕시,특수,2021,5049
경기,의왕시,특수,2022,5200
경기,의왕시,특수,2023,5487
경기,의왕시,특수,2024,5642
경기,의왕시,특수,2025,2808
경기,의왕시,화물,2017,97715
경기,의왕시,화물,2018,97883
경기,의왕시,화물,2019,98826
경기,의왕시,화물,2020,98720
경기,의왕시,화물,2021,97647
경기,의왕시,화물,2022,98615
경기,의왕시,화물,2023,98126
경기,의왕시,화물,2024,95248
경기,의왕시,화물,2025,46775
경기,의정부시,승용,2017,1433434
경기,의정부시,승용,2018,1502320
경기,의정부시,승용,2019,1568304
경기,의정부시,승용,2020,1634689
경기,의정부시,승용,2021,1718890
경기,의정부시,승용,2022,1777755
경기,의정부시,승용,2023,1825017
경기,의정부시,승용,2024,1847297
경기,의정부시,승용,2025,933196
경기,의정부시,승합,2017,82974
경기,의정부시,승합,2018,80554
경기,의정부시,승합,2019,77975
경기,의정부시,승합,2020,74738
경기,의정부시,승합,2021,71946
경기,의정부시,승합,2022,68197
경기,의정부시,승합,2023,65422
경기,의정부시,승합,2024,62710
경기,의정부시,승합,2025,30067
경기,의정부시,특수,2017,4125
경기,의정부시,특수,2018,4512
경기,의정부시,특수,2019,4935
경기,의정부시,특수,2020,5817
경기,의정부시,특수,2021,7170
경기,의정부시,특수,2022,8380
경기,의정부시,특수,2023,9225
경기,의정부시,특수,2024,10077
경기,의정부시,특수,2025,5066
경기,의정부시,화물,2017,236808
경기,의정부시,화물,2018,239776
경기,의정부시,화물,2019,242457
경기,의정부시,화물,2020,241732
경기,의정부시,화물,2021,246672
경기,의정부시,화물,2022,251639
경기,의정부시,화물,2023,255946
경기,의정부시,화물,2024,256068
경기,의정부시,화물,2025,126908
경기,이천시,승용,2017,957695
경기,이천시,승용,2018,1000548
경기,이천시,승용,2019,1037119
경기,이천시,승용,2020,1078635
경기,이천시,승용,2021,1127122
경기,이천시,승용,2022,1171425
경기,이천시,승용,2023,1211964
경기,이천시,승용,2024,1234962
경기,이천시,승용,2025,629027
경기,이천시,승합,2017,55494
경기,이천시,승합,2018,54817
경기,이천시,승합,2019,53916
경기,이천시,승합,2020,52726
경기,이천시,승합,2021,52327
경기,이천시,승합,2022,52016
경기,이천시,승합,2023,51603
경기,이천시,승합,2024,50444
경기,이천시,승합,2025,24945
경기,이천시,특수,2017,7009
경기,이천시,특수,2018,7406
경기,이천시,특수,2019,7783
경기,이천시,특수,2020,8385
경기,이천시,특수,2021,9514
경기,이천시,특수,2022,10784
경기,이천시,특수,2023,11754
경기,이천시,특수,2024,12319
경기,이천시,특수,2025,6395
경기,이천시,화물,2017,248758
경기,이천시,화물,2018,255025
경기,이천시,화물,2019,259473
경기,이천시,화물,2020,259841
경기,이천시,화물,2021,263972
경기,이천시,화물,2022,271459
경기,이천시,화물,2023,277889
경기,이천시,화물,2024,281545
경기,이천시,화물,2025,140969
경기,파주시,승용,2017,1833989
경기,파주시,승용,2018,1938335
경기,파주시,승용,2019,2023250
경기,파주시,승용,2020,2097052
경기,파주시,승용,2021,2236366
경기,파주시,승용,2022,2369766
경기,파주시,승용,2023,2470989
경기,파주시,승용,2024,2568813
경기,파주시,승용,2025,1322900
경기,파주시,승합,2017,115594
경기,파주시,승합,2018,112872
경기,파주시,승합,2019,109761
경기,파주시,승합,2020,106388
경기,파주시,승합,2021,104052
경기,파주시,승합,2022,104007
경기,파주시,승합,2023,102393
경기,파주시,승합,2024,99355
경기,파주시,승합,2025,48419
경기,파주시,특수,2017,4364
경기,파주시,특수,2018,4554
경기,파주시,특수,2019,5161
경기,파주시,특수,2020,5924
경기,파주시,특수,2021,7845
경기,파주시,특수,2022,9908
경기,파주시,특수,2023,11158
경기,파주시,특수,2024,11894
경기,파주시,특수,2025,6206
경기,파주시,화물,2017,364359
경기,파주시,화물,2018,376913
경기,파주시,화물,2019,387015
경기,파주시,화물,2020,393343
경기,파주시,화물,2021,408288
경기,파주시,화물,2022,423850
경기,파주시,화물,2023,443407
경기,파주시,화물,2024,450492
경기,파주시,화물,2025,226959
경기,평택시,승용,2017,2264030
경기,평택시,승용,2018,2427044
경기,평택시,승용,2019,2590911
경기,평택시,승용,2020,2780646
경기,평택시,승용,2021,3014332
경기,평택시,승용,2022,3213620
경기,평택시,승용,2023,3387948
경기,평택시,승용,2024,3502914
경기,평택시,승용,2025,1785601
경기,평택시,승합,2017,127237
경기,평택시,승합,2018,127816
경기,평택시,승합,2019,125884
경기,평택시,승합,2020,124179
경기,평택시,승합,2021,123926
경기,평택시,승합,2022,125840
경기,평택시,승합,2023,125792
경기,평택시,승합,2024,121766
경기,평택시,승합,2025,58605
경기,평택시,특수,2017,12312
경기,평택시,특수,2018,13281
경기,평택시,특수,2019,13937
경기,평택시,특수,2020,15064
경기,평택시,특수,2021,17465
경기,평택시,특수,2022,20318
경기,평택시,특수,2023,22631
경기,평택시,특수,2024,24378
경기,평택시,특수,2025,12260
경기,평택시,화물,2017,438514
경기,평택시,화물,2018,452747
경기,평택시,화물,2019,464768
경기,평택시,화물,2020,469536
경기,평택시,화물,2021,484709
경기,평택시,화물,2022,502613
경기,평택시,화물,2023,517141
경기,평택시,화물,2024,522171
경기,평택시,화물,2025,263498
경기,포천시,승용,2017,750388
경기,포천시,승용,2018,767121
경기,포천시,승용,2019,783050
경기,포천시,승용,2020,803964
경기,포천시,승용,2021,830296
경기,포천시,승용,2022,847994
경기,포천시,승용,2023,844282
경기,포천시,승용,2024,852085
경기,포천시,승용,2025,434838
경기,포천시,승합,2017,55396
경기,포천시,승합,2018,54073
경기,포천시,승합,2019,52469
경기,포천시,승합,2020,50965
경기,포천시,승합,2021,49017
경기,포천시,승합,2022,47547
경기,포천시,승합,2023,45500
경기,포천시,승합,2024,43166
경기,포천시,승합,2025,20811
경기,포천시,특수,2017,6401
경기,포천시,특수,2018,6679
경기,포천시,특수,2019,6790
경기,포천시,특수,2020,6934
경기,포천시,특수,2021,7581
경기,포천시,특수,2022,8126
경기,포천시,특수,2023,8632
경기,포천시,특수,2024,9001
경기,포천시,특수,2025,4495
경기,포천시,화물,2017,263660
경기,포천시,화물,2018,266701
경기,포천시,화물,2019,269521
경기,포천시,화물,2020,270074
경기,포천시,화물,2021,274719
경기,포천시,화물,2022,281831
경기,포천시,화물,2023,284622
경기,포천시,화물,2024,281940
경기,포천시,화물,2025,140338
경기,하남시,승용,2017,857284
경기,하남시,승용,2018,963752
경기,하남시,승용,2019,1082850
경기,하남시,승용,2020,1186679
경기,하남시,승용,2021,1319011
경기,하남시,승용,2022,1411830
경기,하남시,승용,2023,1459514
경기,하남시,승용,2024,1485448
경기,하남시,승용,2025,746032
경기,하남시,승합,2017,38985
경기,하남시,승합,2018,39242
경기,하남시,승합,2019,39383
경기,하남시,승합,2020,39983
경기,하남시,승합,2021,39932
경기,하남시,승합,2022,39152
경기,하남시,승합,2023,37606
경기,하남시,승합,2024,35829
경기,하남시,승합,2025,17071
경기,하남시,특수,2017,2034
경기,하남시,특수,2018,2507
경기,하남시,특수,2019,3088
경기,하남시,특수,2020,3457
경기,하남시,특수,2021,4351
경기,하남시,특수,2022,5198
경기,하남시,특수,2023,5732
경기,하남시,특수,2024,5995
경기,하남시,특수,2025,3075
경기,하남시,화물,2017,176837
경기,하남시,화물,2018,185969
경기,하남시,화물,2019,195206
경기,하남시,화물,2020,201362
경기,하남시,화물,2021,209341
경기,하남시,화물,2022,216323
경기,하남시,화물,2023,218682
경기,하남시,화물,2024,216755
경기,하남시,화물,2025,107167
경기,화성시,승용,2017,3229802
경기,화성시,승용,2018,3652290
경기,화성시,승용,2019,4054821
경기,화성시,승용,2020,4379944
경기,화성시,승용,2021,4660301
경기,화성시,승용,2022,4893052
경기,화성시,승용,2023,5191245
경기,화성시,승용,2024,5427035
경기,화성시,승용,2025,2797709
경기,화성시,승합,2017,167772
경기,화성시,승합,2018,167335
경기,화성시,승합,2019,169389
경기,화성시,승합,2020,171477
경기,화성시,승합,2021,169253
경기,화성시,승합,2022,167042
경기,화성시,승합,2023,163121
경기,화성시,승합,2024,158303
경기,화성시,승합,2025,77189
경기,화성시,특수,2017,9466
경기,화성시,특수,2018,11124
경기,화성시,특수,2019,12069
경기,화성시,특수,2020,14496
경기,화성시,특수,2021,19318
경기,화성시,특수,2022,23847
경기,화성시,특수,2023,26763
경기,화성시,특수,2024,28932
경기,화성시,특수,2025,14933
경기,화성시,화물,2017,634678
경기,화성시,화물,2018,677840
경기,화성시,화물,2019,713456
경기,화성시,화물,2020,741495
경기,화성시,화물,2021,775747
경기,화성시,화물,2022,811592
경기,화성시,화물,2023,845919
경기,화성시,화물,2024,870614
경기,화성시,화물,2025,440496
경남,거제시,승용,2017,1066708
경남,거제시,승용,2018,1062338
경남,거제시,승용,2019,1070542
경남,거제시,승용,2020,1090285
경남,거제시,승용,2021,1107389
경남,거제시,승용,2022,1117313
경남,거제시,승용,2023,1136558
경남,거제시,승용,2024,1159463
경남,거제시,승용,2025,588256
경남,거제시,승합,2017,52032
경남,거제시,승합,2018,49644
경남,거제시,승합,2019,48264
경남,거제시,승합,2020,47605
경남,거제시,승합,2021,46057
경남,거제시,승합,2022,44352
경남,거제시,승합,2023,42646
경남,거제시,승합,2024,41028
경남,거제시,승합,2025,19806
경남,거제시,특수,2017,2910
경남,거제시,특수,2018,3133
경남,거제시,특수,2019,3397
경남,거제시,특수,2020,3793
경남,거제시,특수,2021,4406
경남,거제시,특수,2022,5104
경남,거제시,특수,2023,5439
경남,거제시,특수,2024,5811
경남,거제시,특수,2025,3052
경남,거제시,화물,2017,146674
경남,거제시,화물,2018,146089
경남,거제시,화물,2019,146444
경남,거제시,화물,2020,146532
경남,거제시,화물,2021,147811
경남,거제시,화물,2022,148322
경남,거제시,화물,2023,149964
경남,거제시,화물,2024,151677
경남,거제시,화물,2025,76227
경남,거창군,승용,2017,241050
경남,거창군,승용,2018,250521
경남,거창군,승용,2019,258067
경남,거창군,승용,2020,265207
경남,거창군,승용,2021,273731
경남,거창군,승용,2022,279333
경남,거창군,승용,2023,290168
경남,거창군,승용,2024,297764
경남,거창군,승용,2025,151542
경남,거창군,승합,2017,14657
경남,거창군,승합,2018,14397
경남,거창군,승합,2019,14295
경남,거창군,승합,2020,14226
경남,거창군,승합,2021,13979
경남,거창군,승합,2022,13524
경남,거창군,승합,2023,13338
경남,거창군,승합,2024,13205
경남,거창군,승합,2025,6552
경남,거창군,특수,2017,2613
경남,거창군,특수,2018,2685
경남,거창군,특수,2019,2698
경남,거창군,특수,2020,2701
경남,거창군,특수,2021,2853
경남,거창군,특수,2022,2897
경남,거창군,특수,2023,3046
경남,거창군,특수,2024,3217
경남,거창군,특수,2025,1653
경남,거창군,화물,2017,106650
경남,거창군,화물,2018,108532
경남,거창군,화물,2019,109641
경남,거창군,화물,2020,110023
경남,거창군,화물,2021,111597
경남,거창군,화물,2022,113619
경남,거창군,화물,2023,115814
경남,거창군,화물,2024,116699
경남,거창군,화물,2025,58322
경남,고성군,승용,2017,214100
경남,고성군,승용,2018,216937
경남,고성군,승용,2019,219149
경남,고성군,승용,2020,221090
경남,고성군,승용,2021,225091
경남,고성군,승용,2022,230046
경남,고성군,승용,2023,239135
경남,고성군,승용,2024,240959
경남,고성군,승용,2025,120072
경남,고성군,승합,2017,13420
경남,고성군,승합,2018,12974
경남,고성군,승합,2019,12846
경남,고성군,승합,2020,12558
경남,고성군,승합,2021,11627
경남,고성군,승합,2022,10910
경남,고성군,승합,2023,10768
경남,고성군,승합,2024,10516
경남,고성군,승합,2025,5045
경남,고성군,특수,2017,1605
경남,고성군,특수,2018,1706
경남,고성군,특수,2019,1695
경남,고성군,특수,2020,1769
경남,고성군,특수,2021,1811
경남,고성군,특수,2022,1920
경남,고성군,특수,2023,2187
