city_district_city,city_district_district,city_district_car_type,city_district_year,city_district_count
전북,김제시,특수,2017,3032
전북,김제시,특수,2018,3228
전북,김제시,특수,2019,3261
전북,김제시,특수,2020,3486
전북,김제시,특수,2021,3688
전북,김제시,특수,2022,4256
전북,김제시,특수,2023,4787
전북,김제시,특수,2024,5007
전북,김제시,특수,2025,2531
전북,김제시,화물,2017,159133
전북,김제시,화물,2018,161340
전북,김제시,화물,2019,163576
전북,김제시,화물,2020,166134
전북,김제시,화물,2021,169304
전북,김제시,화물,2022,171999
전북,김제시,화물,2023,175486
전북,김제시,화물,2024,177610
전북,김제시,화물,2025,89680
전북,남원시,승용,2017,324065
전북,남원시,승용,2018,342040
전북,남원시,승용,2019,363226
전북,남원시,승용,2020,370492
전북,남원시,승용,2021,369283
전북,남원시,승용,2022,363354
전북,남원시,승용,2023,357529
전북,남원시,승용,2024,360935
전북,남원시,승용,2025,182847
전북,남원시,승합,2017,22657
전북,남원시,승합,2018,22188
전북,남원시,승합,2019,21723
전북,남원시,승합,2020,21104
전북,남원시,승합,2021,20033
전북,남원시,승합,2022,18702
전북,남원시,승합,2023,17788
전북,남원시,승합,2024,17195
전북,남원시,승합,2025,8448
전북,남원시,특수,2017,1774
전북,남원시,특수,2018,1975
전북,남원시,특수,2019,2161
전북,남원시,특수,2020,2284
전북,남원시,특수,2021,2461
전북,남원시,특수,2022,2688
전북,남원시,특수,2023,2875
전북,남원시,특수,2024,3093
전북,남원시,특수,2025,1659
전북,남원시,화물,2017,149805
전북,남원시,화물,2018,152797
전북,남원시,화물,2019,154106
전북,남원시,화물,2020,152955
전북,남원시,화물,2021,154258
전북,남원시,화물,2022,155849
전북,남원시,화물,2023,158197
전북,남원시,화물,2024,157585
전북,남원시,화물,2025,78820
전북,무주군,승용,2017,89314
전북,무주군,승용,2018,92106
전북,무주군,승용,2019,94067
전북,무주군,승용,2020,96367
전북,무주군,승용,2021,99805
전북,무주군,승용,2022,102496
전북,무주군,승용,2023,105750
전북,무주군,승용,2024,108304
전북,무주군,승용,2025,54799
전북,무주군,승합,2017,7091
전북,무주군,승합,2018,7161
전북,무주군,승합,2019,6996
전북,무주군,승합,2020,6896
전북,무주군,승합,2021,6812
전북,무주군,승합,2022,6692
전북,무주군,승합,2023,6825
전북,무주군,승합,2024,6775
전북,무주군,승합,2025,3383
전북,무주군,특수,2017,596
전북,무주군,특수,2018,686
전북,무주군,특수,2019,710
전북,무주군,특수,2020,734
전북,무주군,특수,2021,862
전북,무주군,특수,2022,979
전북,무주군,특수,2023,1037
전북,무주군,특수,2024,1090
전북,무주군,특수,2025,556
전북,무주군,화물,2017,51114
전북,무주군,화물,2018,52176
전북,무주군,화물,2019,53465
전북,무주군,화물,2020,54111
전북,무주군,화물,2021,54417
전북,무주군,화물,2022,55496
전북,무주군,화물,2023,56845
전북,무주군,화물,2024,57484
전북,무주군,화물,2025,28662
전북,부안군,승용,2017,206856
전북,부안군,승용,2018,211485
전북,부안군,승용,2019,213412
전북,부안군,승용,2020,216561
전북,부안군,승용,2021,219802
전북,부안군,승용,2022,222604
전북,부안군,승용,2023,228845
전북,부안군,승용,2024,230316
전북,부안군,승용,2025,115967
전북,부안군,승합,2017,13778
전북,부안군,승합,2018,13753
전북,부안군,승합,2019,13691
전북,부안군,승합,2020,13223
전북,부안군,승합,2021,13248
전북,부안군,승합,2022,13131
전북,부안군,승합,2023,12654
전북,부안군,승합,2024,11916
전북,부안군,승합,2025,5805
전북,부안군,특수,2017,1156
전북,부안군,특수,2018,1226
전북,부안군,특수,2019,1287
전북,부안군,특수,2020,1356
전북,부안군,특수,2021,1510
전북,부안군,특수,2022,1783
전북,부안군,특수,2023,2008
전북,부안군,특수,2024,2036
전북,부안군,특수,2025,1031
전북,부안군,화물,2017,102823
전북,부안군,화물,2018,104786
전북,부안군,화물,2019,106072
전북,부안군,화물,2020,104729
전북,부안군,화물,2021,105021
전북,부안군,화물,2022,106282
전북,부안군,화물,2023,107828
전북,부안군,화물,2024,108847
전북,부안군,화물,2025,54390
전북,순창군,승용,2017,101941
전북,순창군,승용,2018,106428
전북,순창군,승용,2019,108563
전북,순창군,승용,2020,110763
전북,순창군,승용,2021,112483
전북,순창군,승용,2022,115030
전북,순창군,승용,2023,119586
전북,순창군,승용,2024,124853
전북,순창군,승용,2025,64498
전북,순창군,승합,2017,7261
전북,순창군,승합,2018,6771
전북,순창군,승합,2019,6711
전북,순창군,승합,2020,6491
전북,순창군,승합,2021,6120
전북,순창군,승합,2022,6030
전북,순창군,승합,2023,5908
전북,순창군,승합,2024,5809
전북,순창군,승합,2025,2789
전북,순창군,특수,2017,470
전북,순창군,특수,2018,515
전북,순창군,특수,2019,666
전북,순창군,특수,2020,648
전북,순창군,특수,2021,682
전북,순창군,특수,2022,737
전북,순창군,특수,2023,810
전북,순창군,특수,2024,894
전북,순창군,특수,2025,467
전북,순창군,화물,2017,57713
전북,순창군,화물,2018,58621
전북,순창군,화물,2019,60035
전북,순창군,화물,2020,60545
전북,순창군,화물,2021,60724
전북,순창군,화물,2022,61890
전북,순창군,화물,2023,63785
전북,순창군,화물,2024,64619
전북,순창군,화물,2025,32399
전북,완주군,승용,2017,430766
전북,완주군,승용,2018,440351
전북,완주군,승용,2019,443721
전북,완주군,승용,2020,451994
전북,완주군,승용,2021,463912
전북,완주군,승용,2022,478110
전북,완주군,승용,2023,522066
전북,완주군,승용,2024,557730
전북,완주군,승용,2025,287580
전북,완주군,승합,2017,29713
전북,완주군,승합,2018,29009
전북,완주군,승합,2019,28252
전북,완주군,승합,2020,27755
전북,완주군,승합,2021,27248
전북,완주군,승합,2022,26310
전북,완주군,승합,2023,26233
전북,완주군,승합,2024,26114
전북,완주군,승합,2025,12744
전북,완주군,특수,2017,3314
전북,완주군,특수,2018,3619
전북,완주군,특수,2019,3596
전북,완주군,특수,2020,3598
전북,완주군,특수,2021,3957
전북,완주군,특수,2022,4621
전북,완주군,특수,2023,5334
전북,완주군,특수,2024,5870
전북,완주군,특수,2025,3128
전북,완주군,화물,2017,163355
전북,완주군,화물,2018,165080
전북,완주군,화물,2019,165649
전북,완주군,화물,2020,164804
전북,완주군,화물,2021,168209
전북,완주군,화물,2022,170685
전북,완주군,화물,2023,176146
전북,완주군,화물,2024,178884
전북,완주군,화물,2025,90188
전북,익산시,승용,2017,1251490
전북,익산시,승용,2018,1277681
전북,익산시,승용,2019,1291956
전북,익산시,승용,2020,1304433
전북,익산시,승용,2021,1320079
전북,익산시,승용,2022,1339605
전북,익산시,승용,2023,1363327
전북,익산시,승용,2024,1388042
전북,익산시,승용,2025,706196
전북,익산시,승합,2017,71121
전북,익산시,승합,2018,69106
전북,익산시,승합,2019,67014
전북,익산시,승합,2020,64309
전북,익산시,승합,2021,61590
전북,익산시,승합,2022,59124
전북,익산시,승합,2023,56789
전북,익산시,승합,2024,54216
전북,익산시,승합,2025,26225
전북,익산시,특수,2017,5324
전북,익산시,특수,2018,5867
전북,익산시,특수,2019,6159
전북,익산시,특수,2020,6764
전북,익산시,특수,2021,7834
전북,익산시,특수,2022,9041
전북,익산시,특수,2023,9710
전북,익산시,특수,2024,10288
전북,익산시,특수,2025,5309
전북,익산시,화물,2017,329677
전북,익산시,화물,2018,331790
전북,익산시,화물,2019,333417
전북,익산시,화물,2020,328567
전북,익산시,화물,2021,324144
전북,익산시,화물,2022,328148
전북,익산시,화물,2023,332480
전북,익산시,화물,2024,332860
전북,익산시,화물,2025,166132
전북,임실군,승용,2017,103679
전북,임실군,승용,2018,108456
전북,임실군,승용,2019,110052
전북,임실군,승용,2020,109952
전북,임실군,승용,2021,110106
전북,임실군,승용,2022,112776
전북,임실군,승용,2023,116058
전북,임실군,승용,2024,117851
전북,임실군,승용,2025,59689
전북,임실군,승합,2017,7258
전북,임실군,승합,2018,7097
전북,임실군,승합,2019,7101
전북,임실군,승합,2020,7007
전북,임실군,승합,2021,6835
전북,임실군,승합,2022,6658
전북,임실군,승합,2023,6542
전북,임실군,승합,2024,6582
전북,임실군,승합,2025,3265
전북,임실군,특수,2017,607
전북,임실군,특수,2018,583
전북,임실군,특수,2019,669
전북,임실군,특수,2020,738
전북,임실군,특수,2021,863
전북,임실군,특수,2022,996
전북,임실군,특수,2023,1141
전북,임실군,특수,2024,1151
전북,임실군,특수,2025,573
전북,임실군,화물,2017,57619
전북,임실군,화물,2018,59122
전북,임실군,화물,2019,60114
전북,임실군,화물,2020,60247
전북,임실군,화물,2021,60730
전북,임실군,화물,2022,61767
전북,임실군,화물,2023,63465
전북,임실군,화물,2024,64125
전북,임실군,화물,2025,32008
전북,장수군,승용,2017,80552
전북,장수군,승용,2018,83325
전북,장수군,승용,2019,86020
전북,장수군,승용,2020,88310
전북,장수군,승용,2021,90775
전북,장수군,승용,2022,92960
전북,장수군,승용,2023,94462
전북,장수군,승용,2024,95816
전북,장수군,승용,2025,48114
전북,장수군,승합,2017,5785
전북,장수군,승합,2018,5794
전북,장수군,승합,2019,5675
전북,장수군,승합,2020,5563
전북,장수군,승합,2021,5261
전북,장수군,승합,2022,5263
전북,장수군,승합,2023,5218
전북,장수군,승합,2024,5010
전북,장수군,승합,2025,2426
전북,장수군,특수,2017,509
전북,장수군,특수,2018,569
전북,장수군,특수,2019,610
전북,장수군,특수,2020,634
전북,장수군,특수,2021,712
전북,장수군,특수,2022,780
전북,장수군,특수,2023,883
전북,장수군,특수,2024,910
전북,장수군,특수,2025,447
전북,장수군,화물,2017,52241
전북,장수군,화물,2018,53329
전북,장수군,화물,2019,54142
전북,장수군,화물,2020,53647
전북,장수군,화물,2021,54283
전북,장수군,화물,2022,55148
전북,장수군,화물,2023,55558
전북,장수군,화물,2024,55486
전북,장수군,화물,2025,27799
전북,전주시,승용,2017,1483966
전북,전주시,승용,2018,1591448
전북,전주시,승용,2019,1711791
전북,전주시,승용,2020,1787497
전북,전주시,승용,2021,1836176
전북,전주시,승용,2022,1862652
전북,전주시,승용,2023,1869162
전북,전주시,승용,2024,1870966
전북,전주시,승용,2025,928522
전북,전주시,승합,2017,62548
전북,전주시,승합,2018,63148
전북,전주시,승합,2019,62960
전북,전주시,승합,2020,62591
전북,전주시,승합,2021,60526
전북,전주시,승합,2022,57556
전북,전주시,승합,2023,55115
전북,전주시,승합,2024,53832
전북,전주시,승합,2025,26131
전북,전주시,특수,2017,6124
전북,전주시,특수,2018,6804
전북,전주시,특수,2019,7210
전북,전주시,특수,2020,7897
전북,전주시,특수,2021,8874
전북,전주시,특수,2022,9950
전북,전주시,특수,2023,10623
전북,전주시,특수,2024,11260
전북,전주시,특수,2025,5886
전북,전주시,화물,2017,238731
전북,전주시,화물,2018,245940
전북,전주시,화물,2019,252900
전북,전주시,화물,2020,251964
전북,전주시,화물,2021,254216
전북,전주시,화물,2022,260016
전북,전주시,화물,2023,267984
전북,전주시,화물,2024,265326
전북,전주시,화물,2025,130554
전북,전주시,승용,2017,1534788
전북,전주시,승용,2018,1538272
전북,전주시,승용,2019,1531520
전북,전주시,승용,2020,1569458
전북,전주시,승용,2021,1610684
전북,전주시,승용,2022,1633530
전북,전주시,승용,2023,1658254
전북,전주시,승용,2024,1670645
전북,전주시,승용,2025,836617
전북,전주시,승합,2017,61148
전북,전주시,승합,2018,59540
전북,전주시,승합,2019,57592
전북,전주시,승합,2020,55938
전북,전주시,승합,2021,54148
전북,전주시,승합,2022,52099
전북,전주시,승합,2023,49689
전북,전주시,승합,2024,46337
전북,전주시,승합,2025,22289
전북,전주시,특수,2017,3880
전북,전주시,특수,2018,4229
전북,전주시,특수,2019,4469
전북,전주시,특수,2020,4971
전북,전주시,특수,2021,5553
전북,전주시,특수,2022,6270
전북,전주시,특수,2023,6757
전북,전주시,특수,2024,7340
전북,전주시,특수,2025,3814
전북,전주시,화물,2017,218791
전북,전주시,화물,2018,217933
전북,전주시,화물,2019,215927
전북,전주시,화물,2020,212596
전북,전주시,화물,2021,212483
전북,전주시,화물,2022,212385
전북,전주시,화물,2023,212278
전북,전주시,화물,2024,212312
전북,전주시,화물,2025,105365
전북,정읍시,승용,2017,433012
전북,정읍시,승용,2018,456817
전북,정읍시,승용,2019,469360
전북,정읍시,승용,2020,478645
전북,정읍시,승용,2021,489131
전북,정읍시,승용,2022,500036
전북,정읍시,승용,2023,512814
전북,정읍시,승용,2024,516679
전북,정읍시,승용,2025,258659
전북,정읍시,승합,2017,26957
전북,정읍시,승합,2018,26467
전북,정읍시,승합,2019,26322
전북,정읍시,승합,2020,25559
전북,정읍시,승합,2021,24535
전북,정읍시,승합,2022,24045
전북,정읍시,승합,2023,23622
전북,정읍시,승합,2024,22835
전북,정읍시,승합,2025,10925
전북,정읍시,특수,2017,2294
전북,정읍시,특수,2018,2560
전북,정읍시,특수,2019,2842
전북,정읍시,특수,2020,3219
전북,정읍시,특수,2021,3624
전북,정읍시,특수,2022,4030
전북,정읍시,특수,2023,4357
전북,정읍시,특수,2024,4487
전북,정읍시,특수,2025,2299
전북,정읍시,화물,2017,181979
전북,정읍시,화물,2018,182461
전북,정읍시,화물,2019,184909
전북,정읍시,화물,2020,185558
전북,정읍시,화물,2021,186240
전북,정읍시,화물,2022,188780
전북,정읍시,화물,2023,191921
전북,정읍시,화물,2024,192398
전북,정읍시,화물,2025,95949
전북,진안군,승용,2017,95626
전북,진안군,승용,2018,100450
전북,진안군,승용,2019,103078
전북,진안군,승용,2020,104781
전북,진안군,승용,2021,107165
전북,진안군,승용,2022,110335
전북,진안군,승용,2023,113495
전북,진안군,승용,2024,116544
전북,진안군,승용,2025,59863
전북,진안군,승합,2017,7177
전북,진안군,승합,2018,7098
전북,진안군,승합,2019,7105
전북,진안군,승합,2020,7117
전북,진안군,승합,2021,7037
전북,진안군,승합,2022,7072
전북,진안군,승합,2023,7085
전북,진안군,승합,2024,6842
전북,진안군,승합,2025,3320
전북,진안군,특수,2017,503
전북,진안군,특수,2018,499
전북,진안군,특수,2019,553
전북,진안군,특수,2020,621
전북,진안군,특수,2021,772
전북,진안군,특수,2022,815
전북,진안군,특수,2023,959
전북,진안군,특수,2024,1066
전북,진안군,특수,2025,531
전북,진안군,화물,2017,56038
전북,진안군,화물,2018,57137
전북,진안군,화물,2019,58496
전북,진안군,화물,2020,58788
전북,진안군,화물,2021,59993
전북,진안군,화물,2022,60925
전북,진안군,화물,2023,62170
전북,진안군,화물,2024,63164
전북,진안군,화물,2025,31594
제주,서귀포시,승용,2017,783677
제주,서귀포시,승용,2018,837631
제주,서귀포시,승용,2019,867133
제주,서귀포시,승용,2020,876060
제주,서귀포시,승용,2021,900056
제주,서귀포시,승용,2022,924471
제주,서귀포시,승용,2023,940110
제주,서귀포시,승용,2024,944400
제주,서귀포시,승용,2025,472996
제주,서귀포시,승합,2017,47230
제주,서귀포시,승합,2018,46540
제주,서귀포시,승합,2019,45190
제주,서귀포시,승합,2020,43449
제주,서귀포시,승합,2021,42190
제주,서귀포시,승합,2022,41261
제주,서귀포시,승합,2023,39907
제주,서귀포시,승합,2024,37848
제주,서귀포시,승합,2025,18408
제주,서귀포시,특수,2017,3548
제주,서귀포시,특수,2018,3593
제주,서귀포시,특수,2019,3872
제주,서귀포시,특수,2020,4079
제주,서귀포시,특수,2021,4479
제주,서귀포시,특수,2022,4766
제주,서귀포시,특수,2023,4975
제주,서귀포시,특수,2024,5128
제주,서귀포시,특수,2025,2648
제주,서귀포시,화물,2017,328494
제주,서귀포시,화물,2018,335286
제주,서귀포시,화물,2019,340049
제주,서귀포시,화물,2020,339773
제주,서귀포시,화물,2021,338129
제주,서귀포시,화물,2022,339085
제주,서귀포시,화물,2023,340249
제주,서귀포시,화물,2024,337235
제주,서귀포시,화물,2025,167694
제주,제주시,승용,2017,3833666
제주,제주시,승용,2018,4296662
제주,제주시,승용,2019,4827464
제주,제주시,승용,2020,5237508
제주,제주시,승용,2021,5544777
제주,제주시,승용,2022,5941904
제주,제주시,승용,2023,6133976
제주,제주시,승용,2024,6242969
제주,제주시,승용,2025,3139022
제주,제주시,승합,2017,204831
제주,제주시,승합,2018,199296
제주,제주시,승합,2019,195342
제주,제주시,승합,2020,187299
제주,제주시,승합,2021,179533
제주,제주시,승합,2022,174407
제주,제주시,승합,2023,170743
제주,제주시,승합,2024,166074
제주,제주시,승합,2025,80736
제주,제주시,특수,2017,9868
제주,제주시,특수,2018,11145
제주,제주시,특수,2019,12129
제주,제주시,특수,2020,12571
제주,제주시,특수,2021,14345
제주,제주시,특수,2022,17634
제주,제주시,특수,2023,20279
제주,제주시,특수,2024,22935
제주,제주시,특수,2025,10503
제주,제주시,화물,2017,607393
제주,제주시,화물,2018,619615
제주,제주시,화물,2019,624489
제주,제주시,화물,2020,629109
제주,제주시,화물,2021,647285
제주,제주시,화물,2022,689639
제주,제주시,화물,2023,727358
제주,제주시,화물,2024,749316
제주,제주시,화물,2025,380797
충남,계룡시,승용,2017,212791
충남,계룡시,승용,2018,220721
충남,계룡시,승용,2019,224240
충남,계룡시,승용,2020,229109
충남,계룡시,승용,2021,239696
충남,계룡시,승용,2022,249585
충남,계룡시,승용,2023,269522
충남,계룡시,승용,2024,282009
충남,계룡시,승용,2025,141215
충남,계룡시,승합,2017,10694
충남,계룡시,승합,2018,10589
충남,계룡시,승합,2019,10550
충남,계룡시,승합,2020,10148
충남,계룡시,승합,2021,9736
충남,계룡시,승합,2022,9275
충남,계룡시,승합,2023,8939
충남,계룡시,승합,2024,8628
충남,계룡시,승합,2025,4145
충남,계룡시,특수,2017,444
충남,계룡시,특수,2018,464
충남,계룡시,특수,2019,574
충남,계룡시,특수,2020,594
충남,계룡시,특수,2021,958
충남,계룡시,특수,2022,1311
충남,계룡시,특수,2023,1461
충남,계룡시,특수,2024,1581
충남,계룡시,특수,2025,789
충남,계룡시,화물,2017,25651
충남,계룡시,화물,2018,26297
충남,계룡시,화물,2019,26708
충남,계룡시,화물,2020,26847
충남,계룡시,화물,2021,27346
충남,계룡시,화물,2022,29215
충남,계룡시,화물,2023,32124
충남,계룡시,화물,2024,32834
충남,계룡시,화물,2025,16265
충남,공주시,승용,2017,449628
충남,공주시,승용,2018,461478
충남,공주시,승용,2019,472433
충남,공주시,승용,2020,482863
충남,공주시,승용,2021,496875
충남,공주시,승용,2022,509519
충남,공주시,승용,2023,520544
충남,공주시,승용,2024,524480
충남,공주시,승용,2025,263989
충남,공주시,승합,2017,30301
충남,공주시,승합,2018,29572
충남,공주시,승합,2019,29067
충남,공주시,승합,2020,28464
충남,공주시,승합,2021,27062
충남,공주시,승합,2022,26122
충남,공주시,승합,2023,25418
충남,공주시,승합,2024,24582
충남,공주시,승합,2025,12040
충남,공주시,특수,2017,2174
충남,공주시,특수,2018,2338
충남,공주시,특수,2019,2612
충남,공주시,특수,2020,2820
충남,공주시,특수,2021,3193
충남,공주시,특수,2022,3623
충남,공주시,특수,2023,4061
충남,공주시,특수,2024,4273
충남,공주시,특수,2025,2232
충남,공주시,화물,2017,155072
충남,공주시,화물,2018,156190
충남,공주시,화물,2019,159388
충남,공주시,화물,2020,159777
충남,공주시,화물,2021,158221
충남,공주시,화물,2022,160095
충남,공주시,화물,2023,163549
충남,공주시,화물,2024,165110
충남,공주시,화물,2025,82346
충남,금산군,승용,2017,225649
충남,금산군,승용,2018,228268
충남,금산군,승용,2019,232760
충남,금산군,승용,2020,240680
충남,금산군,승용,2021,244479
충남,금산군,승용,2022,247301
충남,금산군,승용,2023,258839
충남,금산군,승용,2024,267534
충남,금산군,승용,2025,138367
충남,금산군,승합,2017,20421
충남,금산군,승합,2018,19678
충남,금산군,승합,2019,19010
충남,금산군,승합,2020,18431
충남,금산군,승합,2021,17153
충남,금산군,승합,2022,16706
충남,금산군,승합,2023,16175
충남,금산군,승합,2024,15378
충남,금산군,승합,2025,7291
충남,금산군,특수,2017,1129
충남,금산군,특수,2018,1237
충남,금산군,특수,2019,1278
충남,금산군,특수,2020,1414
충남,금산군,특수,2021,1561
충남,금산군,특수,2022,1884
충남,금산군,특수,2023,2204
충남,금산군,특수,2024,2302
충남,금산군,특수,2025,1251
충남,금산군,화물,2017,104001
충남,금산군,화물,2018,105860
충남,금산군,화물,2019,106968
충남,금산군,화물,2020,107891
충남,금산군,화물,2021,107865
충남,금산군,화물,2022,108543
충남,금산군,화물,2023,111343
충남,금산군,화물,2024,111936
충남,금산군,화물,2025,55835
충남,논산시,승용,2017,485963
충남,논산시,승용,2018,500988
충남,논산시,승용,2019,513250
충남,논산시,승용,2020,523291
충남,논산시,승용,2021,533706
충남,논산시,승용,2022,544212
충남,논산시,승용,2023,553478
충남,논산시,승용,2024,558647
충남,논산시,승용,2025,281519
충남,논산시,승합,2017,35588
충남,논산시,승합,2018,34964
충남,논산시,승합,2019,34906
충남,논산시,승합,2020,34385
충남,논산시,승합,2021,32904
충남,논산시,승합,2022,31806
충남,논산시,승합,2023,31178
충남,논산시,승합,2024,29921
충남,논산시,승합,2025,14483
충남,논산시,특수,2017,1773
충남,논산시,특수,2018,1853
충남,논산시,특수,2019,1996
충남,논산시,특수,2020,2221
충남,논산시,특수,2021,2681
충남,논산시,특수,2022,3172
충남,논산시,특수,2023,3471
충남,논산시,특수,2024,3738
충남,논산시,특수,2025,2039
충남,논산시,화물,2017,195021
충남,논산시,화물,2018,196571
충남,논산시,화물,2019,198969
충남,논산시,화물,2020,198923
충남,논산시,화물,2021,195819
충남,논산시,화물,2022,195491
충남,논산시,화물,2023,197078
충남,논산시,화물,2024,197645
충남,논산시,화물,2025,99299
충남,당진시,승용,2017,799854
충남,당진시,승용,2018,831527
충남,당진시,승용,2019,856887
충남,당진시,승용,2020,880050
충남,당진시,승용,2021,912992
충남,당진시,승용,2022,946447
충남,당진시,승용,2023,994501
충남,당진시,승용,2024,1032056
충남,당진시,승용,2025,529348
충남,당진시,승합,2017,38801
충남,당진시,승합,2018,38270
충남,당진시,승합,2019,37858
충남,당진시,승합,2020,37175
충남,당진시,승합,2021,36831
충남,당진시,승합,2022,36037
충남,당진시,승합,2023,34962
충남,당진시,승합,2024,34419
충남,당진시,승합,2025,16743
충남,당진시,특수,2017,11262
충남,당진시,특수,2018,11856
충남,당진시,특수,2019,12212
충남,당진시,특수,2020,12435
충남,당진시,특수,2021,13199
충남,당진시,특수,2022,13841
충남,당진시,특수,2023,14703
충남,당진시,특수,2024,15453
충남,당진시,특수,2025,7936
충남,당진시,화물,2017,230510
충남,당진시,화물,2018,235187
충남,당진시,화물,2019,238959
충남,당진시,화물,2020,241009
충남,당진시,화물,2021,241940
충남,당진시,화물,2022,246967
충남,당진시,화물,2023,253788
충남,당진시,화물,2024,259614
충남,당진시,화물,2025,131225
충남,보령시,승용,2017,424405
충남,보령시,승용,2018,436348
충남,보령시,승용,2019,446550
충남,보령시,승용,2020,458401
충남,보령시,승용,2021,467247
충남,보령시,승용,2022,475227
충남,보령시,승용,2023,485945
충남,보령시,승용,2024,490810
충남,보령시,승용,2025,245933
충남,보령시,승합,2017,23531
충남,보령시,승합,2018,23180
충남,보령시,승합,2019,22842
충남,보령시,승합,2020,22074
충남,보령시,승합,2021,21448
충남,보령시,승합,2022,20815
충남,보령시,승합,2023,20438
충남,보령시,승합,2024,19800
충남,보령시,승합,2025,9666
충남,보령시,특수,2017,3100
충남,보령시,특수,2018,3132
충남,보령시,특수,2019,3184
충남,보령시,특수,2020,3257
충남,보령시,특수,2021,3605
충남,보령시,특수,2022,3957
충남,보령시,특수,2023,4337
충남,보령시,특수,2024,4533
충남,보령시,특수,2025,2180
충남,보령시,화물,2017,151065
충남,보령시,화물,2018,153568
충남,보령시,화물,2019,156719
충남,보령시,화물,2020,157455
충남,보령시,화물,2021,157396
충남,보령시,화물,2022,159320
충남,보령시,화물,2023,161584
충남,보령시,화물,2024,162639
충남,보령시,화물,2025,80900
충남,부여군,승용,2017,252797
충남,부여군,승용,2018,258858
충남,부여군,승용,2019,262681
충남,부여군,승용,2020,266343
충남,부여군,승용,2021,271134
충남,부여군,승용,2022,273412
충남,부여군,승용,2023,277875
충남,부여군,승용,2024,279760
충남,부여군,승용,2025,140885
충남,부여군,승합,2017,22007
충남,부여군,승합,2018,21721
충남,부여군,승합,2019,20661
충남,부여군,승합,2020,19990
충남,부여군,승합,2021,19236
충남,부여군,승합,2022,19299
충남,부여군,승합,2023,18861
충남,부여군,승합,2024,18000
충남,부여군,승합,2025,8677
충남,부여군,특수,2017,1084
충남,부여군,특수,2018,1163
충남,부여군,특수,2019,1262
충남,부여군,특수,2020,1395
충남,부여군,특수,2021,1648
충남,부여군,특수,2022,1818
충남,부여군,특수,2023,1835
충남,부여군,특수,2024,1866
충남,부여군,특수,2025,1024
충남,부여군,화물,2017,133067
충남,부여군,화물,2018,134801
충남,부여군,화물,2019,136698
충남,부여군,화물,2020,138371
충남,부여군,화물,2021,137833
충남,부여군,화물,2022,138464
충남,부여군,화물,2023,140797
충남,부여군,화물,2024,141545
충남,부여군,화물,2025,70862
충남,서산시,승용,2017,773122
충남,서산시,승용,2018,810858
충남,서산시,승용,2019,844705
충남,서산시,승용,2020,874911
충남,서산시,승용,2021,910565
충남,서산시,승용,2022,937686
충남,서산시,승용,2023,969590
충남,서산시,승용,2024,993166
충남,서산시,승용,2025,499542
충남,서산시,승합,2017,42311
충남,서산시,승합,2018,41845
충남,서산시,승합,2019,41825
충남,서산시,승합,2020,41180
충남,서산시,승합,2021,40167
충남,서산시,승합,2022,39253
충남,서산시,승합,2023,37717
충남,서산시,승합,2024,36355
충남,서산시,승합,2025,17752
충남,서산시,특수,2017,5381
충남,서산시,특수,2018,5834
충남,서산시,특수,2019,6008
충남,서산시,특수,2020,6552
충남,서산시,특수,2021,7769
충남,서산시,특수,2022,8877
충남,서산시,특수,2023,9533
충남,서산시,특수,2024,10240
충남,서산시,특수,2025,5284
충남,서산시,화물,2017,224131
충남,서산시,화물,2018,229978
충남,서산시,화물,2019,235124
충남,서산시,화물,2020,237184
충남,서산시,화물,2021,238238
충남,서산시,화물,2022,242699
충남,서산시,화물,2023,248969
충남,서산시,화물,2024,252565
충남,서산시,화물,2025,126699
충남,서천군,승용,2017,216696
충남,서천군,승용,2018,220685
충남,서천군,승용,2019,222288
충남,서천군,승용,2020,225441
충남,서천군,승용,2021,227773
충남,서천군,승용,2022,230421
충남,서천군,승용,2023,234488
충남,서천군,승용,2024,237936
충남,서천군,승용,2025,119574
충남,서천군,승합,2017,12915
충남,서천군,승합,2018,12567
충남,서천군,승합,2019,12061
충남,서천군,승합,2020,11650
충남,서천군,승합,2021,11380
충남,서천군,승합,2022,11178
충남,서천군,승합,2023,10810
충남,서천군,승합,2024,10499
충남,서천군,승합,2025,5013
충남,서천군,특수,2017,1720
충남,서천군,특수,2018,1654
충남,서천군,특수,2019,1685
충남,서천군,특수,2020,1672
충남,서천군,특수,2021,1820
충남,서천군,특수,2022,1945
충남,서천군,특수,2023,2081
충남,서천군,특수,2024,2233
충남,서천군,특수,2025,1160
충남,서천군,화물,2017,95316
충남,서천군,화물,2018,95922
충남,서천군,화물,2019,96948
충남,서천군,화물,2020,97693
충남,서천군,화물,2021,96741
충남,서천군,화물,2022,96907
충남,서천군,화물,2023,98631
충남,서천군,화물,2024,99181
충남,서천군,화물,2025,49495
충남,아산시,승용,2017,1469571
충남,아산시,승용,2018,1543445
충남,아산시,승용,2019,1599867
충남,아산시,승용,2020,1650151
충남,아산시,승용,2021,1749740
충남,아산시,승용,2022,1856171
충남,아산시,승용,2023,1964612
충남,아산시,승용,2024,2088724
충남,아산시,승용,2025,1070792
충남,아산시,승합,2017,77881
충남,아산시,승합,2018,77794
충남,아산시,승합,2019,76961
충남,아산시,승합,2020,73957
충남,아산시,승합,2021,71049
충남,아산시,승합,2022,69150
충남,아산시,승합,2023,67351
충남,아산시,승합,2024,64515
충남,아산시,승합,2025,30989
